id,volumeNumber,year
9047528312014,31,2014
9047528242007,24,2007
9047528252008,25,2008
904753032016,3,2016
904753152012,5,2012
904753292016,9,2016
904753122009,2,2009
904753162013,6,2013
904753172014,7,2014
904753132010,3,2010
904753372002,7,2002
9047533112006,11,2006
9047534142012,14,2012
9047536112015,11,2015
904753692013,9,2013
9047537102018,10,2018
904753792017,9,2017
904753782016,8,2016
9047538512007,51,2007
9047538572013,57,2013
9047538532009,53,2009
9047538552011,55,2011
9047538482004,48,2004
9047538502006,50,2006
9047538612017,61,2017
9047538582014,58,2014
9047540132005,13,2005
9047541192011,19,2011
904754021994,2,1994
904754071999,7,1999
9047540102002,10,2002
904754061998,6,1998
9047541172009,17,2009
9047541142006,14,2006
904754082000,8,2000
904754092001,9,2001
9047540112003,11,2003
9047539232015,23,2015
9047539262018,26,2018
9047541182010,18,2010
9047539242016,24,2016
9047541162008,16,2008
9047539272019,27,2019
9047541202012,20,2012
904754051997,5,1997
9047541212013,21,2013
9047539252017,25,2017
904754712014,1,2014
904754732016,3,2016
904754722015,2,2015
9047549102005,10,2005
904755242006,4,2006
904755282010,8,2010
904755342016,4,2016
904755312013,1,2013
904755462017,6,2017
904755452016,5,2016
904755472018,7,2018
904755442015,4,2015
904755432014,3,2014
904755482019,8,2019
9047555162010,16,2010
9047555182012,18,2012
9047560412017,41,2017
9047560422018,42,2018
904756252018,5,2018
904756222015,2,2015
904756242017,4,2017
904756212014,1,2014
9047563502016,50,2016
9047564261992,26,1992
9047564331999,33,1999
9047566122018,12,2018
904756632009,3,2009
904756952012,5,2012
9047568322017,32,2017
9047569172015,17,2015
9047568382018,38,2018
904757082018,8,2018
904757022012,2,2012
904757052015,5,2015
904757042014,4,2014
904757012011,1,2011
904757062016,6,2016
904757022011,2,2011
904757032013,3,2013
9047571322018,32,2018
904757172005,7,2005
9047571252012,25,2012
9047571262012,26,2012
9047571182009,18,2009
9047571192010,19,2010
9047572502008,50,2008
9047572422000,42,2000
9047572492007,49,2007
9047572602018,60,2018
9047572512009,51,2009
9047572592017,59,2017
9047572572015,57,2015
9047573372007,37,2007
904757391995,9,1995
9047573161999,16,1999
9047573111996,11,1996
9047573232002,23,2002
9047573212001,21,2001
9047574212015,21,2015
9047574172011,17,2011
9047574202014,20,2014
9047574192013,19,2013
9047574132007,13,2007
9047574232017,23,2017
904757441998,4,1998
904757462000,6,2000
9047574142008,14,2008
9047577132009,13,2009
9047577102006,10,2006
904757721998,2,1998
904757842006,4,2006
9047578112013,11,2013
904757852007,5,2007
9047578102012,10,2012
904757882010,8,2010
904757872009,7,2009
904757862008,6,2008
9047578122014,12,2014
904757822004,2,2004
904757912014,1,2014
904758012011,1,2011
9047581102018,10,2018
904758172015,7,2015
904758122010,2,2010
9047582192015,19,2015
9047582142010,14,2010
9047582212017,21,2017
9047582222018,22,2018
9047582152011,15,2011
9047582102006,10,2006
904758320152015,2015,2015
904758320092009,2009,2009
9047585232009,23,2009
9047585292014,29,2014
904758471992,7,1992
9047585272012,27,2012
9047584131998,13,1998
904758622006,2,2006
9047586132017,13,2017
9047586142018,14,2018
904758642008,4,2008
904758742018,4,2018
904758882016,8,2016
9047588102018,10,2018
904758892017,9,2017
9047588112019,11,2019
9047590112010,11,2010
9047591102018,10,2018
904759192017,9,2017
904759182016,8,2016
9047591112019,11,2019
9047592432016,43,2016
9047592202004,20,2004
9047592412015,41,2015
9047592292009,29,2009
9047592482018,48,2018
9047592402014,40,2014
9047592332011,33,2011
9047592362012,36,2012
9047592472018,47,2018
9047592382013,38,2013
9047592452017,45,2017
9047592132001,13,2001
9047592422015,42,2015
9047592262007,26,2007
9047593222004,22,2004
9047593262008,26,2008
9047593151997,15,1997
9047593202002,20,2002
9047593472016,47,2016
9047593532016,53,2016
9047593252007,25,2007
9047593101992,10,1992
9047593322014,32,2014
9047593672017,67,2017
9047593552016,55,2016
9047593282010,28,2010
9047593171999,17,1999
9047593212003,21,2003
9047593232005,23,2005
9047593752018,75,2018
9047593131995,13,1995
9047593242006,24,2006
9047593302012,30,2012
9047593182000,18,2000
9047593602017,60,2017
904759351987,5,1987
9047593792018,79,2018
9047593722018,72,2018
9047593312013,31,2013
9047593272009,27,2009
9047593372015,37,2015
9047593642017,64,2017
9047593161998,16,1998
9047593772018,77,2018
9047593192001,19,2001
9047593582017,58,2017
904759412004,1,2004
904759432006,3,2006
9047594112014,11,2014
904759452008,5,2008
904759462009,6,2009
9047594122015,12,2015
9047594152018,15,2018
9047594142017,14,2017
9047594132016,13,2016
904759522010,2,2010
904759562014,6,2014
9047596212014,21,2014
9047596182011,18,2011
9047596152008,15,2008
9047596252018,25,2018
9047596242017,24,2017
9047596232016,23,2016
9047596172010,17,2010
9047596202013,20,2013
9047596262019,26,2019
9047596222015,22,2015
9047596162009,16,2009
9047596122005,12,2005
9047596192012,19,2012
9047596142007,14,2007
9047596112004,11,2004
9047596132006,13,2006
904759792014,9,2014
904759972013,7,2013
9047599122018,12,2018
904759912007,1,2007
904759962012,6,2012
904759922008,2,2008
904760012010,1,2010
904760082017,8,2017
9047602292014,29,2014
9047602302015,30,2015
9047602262011,26,2011
9047602282013,28,2013
9047602232008,23,2008
9047602322017,32,2017
9047602252010,25,2010
9047602312016,31,2016
9047602222007,22,2007
9047602332018,33,2018
9047602182003,18,2003
904760320172017,2017,2017
904760320142014,2014,2014
904760320182018,2018,2018
904760320152015,2015,2015
904760320162016,2016,2016
904760320132013,2013,2013
9047604222016,22,2016
904760462009,6,2009
9047604112012,11,2012
9047604132013,13,2013
904760482010,8,2010
9047604232017,23,2017
904760442008,4,2008
9047604182015,18,2015
904760412006,1,2006
9047604282018,28,2018
904760452009,5,2009
9047604272018,27,2018
904760532008,3,2008
9047604212016,21,2016
9047604202016,20,2016
9047604262018,26,2018
904760432008,3,2008
9047604172015,17,2015
9047607542018,54,2018
904760822004,2,2004
9047608142016,14,2016
9047608122014,12,2014
9047608112013,11,2013
9047608162018,16,2018
9047610212015,21,2015
9047610192013,19,2013
904761120162016,2016,2016
904761120072007,2007,2007
904761212009,1,2009
904761322011,2,2011
904761312010,1,2010
9047615292005,29,2005
9047615372013,37,2013
9047615262002,26,2002
9047615242000,24,2000
9047615191995,19,1995
9047615221998,22,1998
9047615392015,39,2015
9047616342015,34,2015
9047616141995,14,1995
9047616372018,37,2018
9047616332014,33,2014
9047616282009,28,2009
9047616212002,21,2002
9047616312012,31,2012
9047616242005,24,2005
9047618472015,47,2015
9047618452013,45,2013
9047618432011,43,2011
9047618492017,49,2017
9047618442012,44,2012
9047618502018,50,2018
9047618462014,46,2014
9047618412009,41,2009
9047618482016,48,2016
9047618382006,38,2006
9047620132012,13,2012
904762232013,3,2013
904762272017,7,2017
904762242014,4,2014
904762332012,3,2012
9047624162008,16,2008
9047624152007,15,2007
9047627192017,19,2017
9047627142012,14,2012
9047627172015,17,2015
904762752003,5,2003
9047627112009,11,2009
9047627102008,10,2008
9047627162014,16,2014
904762792007,9,2007
904762762004,6,2004
904762742002,4,2002
904762732001,3,2001
9047627182016,18,2016
9047627152013,15,2013
904762782006,8,2006
904762711999,1,1999
904762772005,7,2005
9047627132011,13,2011
9047627122010,12,2010
9047629262010,26,2010
9047629292013,29,2013
9047629282012,28,2012
9047629312015,31,2015
9047629182002,18,2002
9047629252009,25,2009
9047629342018,34,2018
9047629212005,21,2005
9047629242008,24,2008
9047629272011,27,2011
9047629172001,17,2001
9047629222006,22,2006
9047629322016,32,2016
9047629332017,33,2017
9047629302014,30,2014
9047629202004,20,2004
9047629141998,14,1998
9047629232007,23,2007
9047629192003,19,2003
9047629352019,35,2019
9047631262010,26,2010
9047633212009,21,2009
9047633242012,24,2012
9047633272015,27,2015
904763442018,4,2018
904763672002,7,2002
904763631998,3,1998
9047637132008,13,2008
9047637102005,10,2005
9047637122007,12,2007
9047638102001,10,2001
9047640262015,26,2015
9047640232012,23,2012
9047640101999,10,1999
9047640172006,17,2006
9047640292018,29,2018
9047640192008,19,2008
9047640282017,28,2017
9047640272016,27,2016
9047640252014,25,2014
9047640242013,24,2013
9047640222011,22,2011
9047640202009,20,2009
9047640182007,18,2007
9047640142003,14,2003
904764041993,4,1993
904764252009,5,2009
904764292013,9,2013
9047642112015,11,2015
904764242008,4,2008
904764212005,1,2005
904764262010,6,2010
904764232007,3,2007
904764222006,2,2006
9047643162019,16,2019
904764332009,3,2009
904764382015,8,2015
904764362013,6,2013
9047643112016,11,2016
904764392015,9,2015
9047643142018,14,2018
904764312006,1,2006
904764372014,7,2014
904764352012,5,2012
904764342010,4,2010
904764332008,3,2008
9047643132017,13,2017
904764322007,2,2007
904764312005,1,2005
904764352011,5,2011
9047643152018,15,2018
9047643102016,10,2016
9047643122017,12,2017
9047645992013,99,2013
9047645952011,95,2011
9047645982012,98,2012
9047646192015,19,2015
9047647182005,18,2005
9047647152002,15,2002
9047647172004,17,2004
9047647142001,14,2001
9047647232011,23,2011
9047650582015,58,2015
9047650311988,31,1988
9047650542011,54,2011
9047650351992,35,1992
9047650562013,56,2013
9047650401997,40,1997
9047650602017,60,2017
9047650532010,53,2010
9047650552012,55,2012
9047650572014,57,2014
9047650442001,44,2001
9047650612018,61,2018
9047650472004,47,2004
9047650452002,45,2002
9047650421999,42,1999
9047650502007,50,2007
9047650482005,48,2005
9047650301987,30,1987
9047650341991,34,1991
9047650291986,29,1986
9047650391996,39,1996
9047650411998,41,1998
9047650462003,46,2003
9047652442015,44,2015
9047652452016,45,2016
9047652382009,38,2009
9047652472018,47,2018
9047652422013,42,2013
9047652392010,39,2010
9047652462017,46,2017
9047652402011,40,2011
9047652432014,43,2014
9047653222018,22,2018
9047653212017,21,2017
9047653142010,14,2010
9047653202016,20,2016
904765392005,9,2005
9047653192015,19,2015
9047654252005,25,2005
9047654312011,31,2011
9047654262006,26,2006
9047654362016,36,2016
904765612017,1,2017
904765791995,9,1995
904765812007,1,2007
904765892015,9,2015
904765852011,5,2011
904765872013,7,2013
904765822008,2,2008
904765882014,8,2014
9047658112017,11,2017
9047658122018,12,2018
904765832009,3,2009
9047658102016,10,2016
904765920162016,2016,2016
904765920172017,2017,2017
904765920182018,2018,2018
904765920152015,2015,2015
904765931994,3,1994
9047659182010,18,2010
9047659212013,21,2013
904765920192019,2019,2019
904765951996,5,1996
9047659222014,22,2014
904765971999,7,1999
904765992001,9,2001
9047659172009,17,2009
9047660682018,68,2018
9047661102008,10,2008
904766192007,9,2007
904766132001,3,2001
9047661182016,18,2016
9047661192017,19,2017
9047661162014,16,2014
904766332010,3,2010
904766372014,7,2014
904766392016,9,2016
904766382015,8,2015
904766352012,5,2012
9047663112018,11,2018
9047663102017,10,2017
904766462016,6,2016
9047665312016,31,2016
9047665352018,35,2018
9047665322016,32,2016
9047665182009,18,2009
9047665292015,29,2015
9047665172009,17,2009
9047665192010,19,2010
9047665132007,13,2007
904766592005,9,2005
9047665112006,11,2006
9047665202010,20,2010
9047665142007,14,2007
9047665272014,27,2014
9047665212011,21,2011
9047665152008,15,2008
9047665102005,10,2005
9047665342017,34,2017
9047665242012,24,2012
9047665232012,23,2012
904766552003,5,2003
9047665122006,12,2006
904766582004,8,2004
9047665262013,26,2013
9047665252013,25,2013
9047665332017,33,2017
904766532001,3,2001
904766562003,6,2003
9047665162008,16,2008
904766622017,2,2017
904766612016,1,2016
904766722018,2,2018
904766832007,3,2007
904767472015,7,2015
9047676522018,52,2018
9047676392005,39,2005
9047676512017,51,2017
904767772006,7,2006
904767852016,5,2016
904767812011,1,2011
904768192008,9,2008
9047681112008,11,2008
9047681412011,41,2011
9047681622013,62,2013
904768232012,3,2012
904768562018,6,2018
904768552017,5,2017
9047686372016,37,2016
9047686352014,35,2014
9047686282007,28,2007
9047686322011,32,2011
9047686362015,36,2015
9047686342013,34,2013
9047686242003,24,2003
9047686252004,25,2004
9047686272006,27,2006
9047686141993,14,1993
9047686312010,31,2010
9047686292008,29,2008
9047686332012,33,2012
9047686222001,22,2001
9047686262005,26,2005
9047686302009,30,2009
9047686382017,38,2017
9047686392018,39,2018
9047686292007,29,2007
9047686181997,18,1997
9047689132012,13,2012
904768952004,5,2004
904768922002,2,2002
9047692152018,15,2018
904769282011,8,2011
9047692142017,14,2017
9047696572009,57,2009
9047696732015,73,2015
9047698262012,26,2012
9047699942018,94,2018
9047699752000,75,2000
9047699952019,95,2019
9047699822006,82,2006
9047699862010,86,2010
9047699932017,93,2017
9047699782002,78,2002
9047699812005,81,2005
9047699912015,91,2015
9047699842008,84,2008
9047699852009,85,2009
9047699882012,88,2012
9047699541990,54,1990
9047699621994,62,1994
9047699892013,89,2013
9047699491987,49,1987
9047700152004,15,2004
9047700142003,14,2003
9047700272016,27,2016
9047700162005,16,2005
9047700182007,18,2007
9047700252014,25,2014
9047700292018,29,2018
9047702132016,13,2016
9047702142017,14,2017
904770272010,7,2010
904770282011,8,2011
9047702112014,11,2014
9047702152018,15,2018
904770292012,9,2012
904770420182018,2018,2018
904770420152015,2015,2015
904770420122012,2012,2012
904770420112011,2011,2011
9047705232004,23,2004
9047705302011,30,2011
9047705412014,41,2014
9047705242005,24,2005
9047705222003,22,2003
9047705101991,10,1991
9047705131994,13,1994
9047705772018,77,2018
9047705392013,39,2013
9047705111992,11,1992
9047705492015,49,2015
9047705732018,73,2018
9047705762018,76,2018
9047705722018,72,2018
9047705652017,65,2017
9047705292010,29,2010
9047705672017,67,2017
9047705802019,80,2019
9047705312012,31,2012
9047705282009,28,2009
9047705252006,25,2006
9047705702017,70,2017
9047705812019,81,2019
9047705141995,14,1995
9047706132006,13,2006
9047708232013,23,2013
9047708452015,45,2015
9047708212011,21,2011
904770871997,7,1997
9047708792018,79,2018
9047708632017,63,2017
9047708242014,24,2014
9047708182008,18,2008
9047708782018,78,2018
9047708222012,22,2012
9047708202010,20,2010
9047708152005,15,2005
9047708302014,30,2014
9047708502016,50,2016
9047708592016,59,2016
9047708392015,39,2015
9047708832018,83,2018
9047708692017,69,2017
9047708172007,17,2007
9047708522016,52,2016
9047708602017,60,2017
9047708402015,40,2015
9047708512016,51,2016
9047708862019,86,2019
9047708472015,47,2015
9047708352014,35,2014
9047708812018,81,2018
9047709112015,11,2015
9047709122016,12,2016
9047709132017,13,2017
904770932007,3,2007
904770962010,6,2010
9047709102014,10,2014
904770982011,8,2011
9047709142018,14,2018
904770962009,6,2009
904770992013,9,2013
904770982012,8,2012
904770952009,5,2009
9047710112008,11,2008
9047710132010,13,2010
9047710142011,14,2011
9047711962017,96,2017
9047711952017,95,2017
9047711932017,93,2017
904771191996,9,1996
90477111112019,111,2019
904771161993,6,1993
904771171994,7,1994
904771141991,4,1991
9047711712015,71,2015
9047711212008,21,2008
9047711252012,25,2012
9047711582014,58,2014
9047711822016,82,2016
9047711242011,24,2011
9047711392013,39,2013
9047711462013,46,2013
9047711632015,63,2015
9047711732016,73,2016
9047711232010,23,2010
9047711482013,48,2013
9047711882017,88,2017
9047711602014,60,2014
9047711902017,90,2017
90477111092019,109,2019
90477111042018,104,2018
9047711692015,69,2015
90477111102019,110,2019
9047711532014,53,2014
9047711672015,67,2015
9047713242018,24,2018
904771362005,6,2005
9047713192013,19,2013
9047713232017,23,2017
9047713202014,20,2014
904771442017,4,2017
904771512012,1,2012
904771532014,3,2014
904771562017,6,2017
9047716332011,33,2011
9047716512017,51,2017
9047716262011,26,2011
9047716322012,32,2012
904771611999,1,1999
9047716202009,20,2009
9047716332012,33,2012
9047716272011,27,2011
9047716482016,48,2016
9047716422015,42,2015
904771662004,6,2004
9047716362013,36,2013
9047716532017,53,2017
9047716552018,55,2018
9047716412014,41,2014
9047716112007,11,2007
9047716392014,39,2014
9047716142008,14,2008
9047716492016,49,2016
9047716312012,31,2012
904771682005,8,2005
9047716282011,28,2011
9047716242010,24,2010
9047716292011,29,2011
9047716582019,58,2019
9047716452015,45,2015
904771672005,7,2005
904771692006,9,2006
9047716212009,21,2009
9047716132007,13,2007
9047716372013,37,2013
9047716442015,44,2015
9047716302012,30,2012
9047716562018,56,2018
9047716252010,25,2010
904771652003,5,2003
9047716102006,10,2006
9047716382014,38,2014
9047716432015,43,2015
9047716542018,54,2018
9047717272014,27,2014
9047717312018,31,2018
9047717292016,29,2016
9047717222009,22,2009
9047717252012,25,2012
9047717232010,23,2010
9047717302017,30,2017
9047717242011,24,2011
9047717282015,28,2015
9047717202007,20,2007
9047717322019,32,2019
9047717192006,19,2006
9047717262013,26,2013
9047718332012,33,2012
9047718242003,24,2003
9047718302009,30,2009
904771851987,5,1987
9047718181997,18,1997
9047718292008,29,2008
9047718312010,31,2010
9047718222001,22,2001
9047718201999,20,1999
904771811983,1,1983
9047718121991,12,1991
90477181052018,105,2018
9047718171996,17,1996
90477181122018,112,2018
9047718131992,13,1992
9047718141993,14,1993
9047718272006,27,2006
9047718452014,45,2014
9047718342013,34,2013
9047718882017,88,2017
9047718872017,87,2017
9047718842016,84,2016
9047718262005,26,2005
9047718282007,28,2007
9047718232002,23,2002
9047718151994,15,1994
9047718161995,16,1995
904771891989,9,1989
9047718512015,51,2015
9047718252004,25,2004
9047718322011,32,2011
90477181092018,109,2018
9047718582015,58,2015
9047718212000,21,2000
90477181172019,117,2019
9047718832016,83,2016
9047718191998,19,1998
9047718802016,80,2016
904771821984,2,1984
904771831985,3,1985
9047718482014,48,2014
9047718892017,89,2017
904771811982,1,1982
9047718792016,79,2016
9047718402014,40,2014
9047718492014,49,2014
9047718542015,54,2015
9047718432014,43,2014
9047718722016,72,2016
9047718462014,46,2014
9047718672015,67,2015
9047718382014,38,2014
90477181162018,116,2018
9047718422014,42,2014
9047718111990,11,1990
9047719592011,59,2011
9047719441996,44,1996
9047719602012,60,2012
9047719632015,63,2015
9047719502002,50,2002
9047719612013,61,2013
9047719642016,64,2016
9047719572009,57,2009
9047719411993,41,1993
904772122013,2,2013
904772272017,7,2017
904772312010,1,2010
904772322011,2,2011
904772352014,5,2014
9047724102017,10,2017
9047728132016,13,2016
9047728122015,12,2015
9047728152018,15,2018
904772882011,8,2011
904772832006,3,2006
904772872010,7,2010
904772862009,6,2009
904772892012,9,2012
9047728142017,14,2017
904772812004,1,2004
9047728112014,11,2014
9047728102013,10,2013
9047729622016,62,2016
9047729422009,42,2009
9047729692017,69,2017
9047729402007,40,2007
9047729762017,76,2017
9047729462013,46,2013
9047729412008,41,2008
9047729572015,57,2015
9047729482014,48,2014
9047729732017,73,2017
9047729582015,58,2015
9047729452012,45,2012
9047729542015,54,2015
9047729432010,43,2010
9047729682017,68,2017
9047729642016,64,2016
9047729352002,35,2002
9047729612016,61,2016
9047729492014,49,2014
9047729362003,36,2003
904773161998,6,1998
904773171999,7,1999
904773221994,2,1994
904773241996,4,1996
904773231995,3,1995
904773211993,1,1993
90477341002018,100,2018
9047734962014,96,2014
9047734992017,99,2017
9047734862009,86,2009
9047734982016,98,2016
9047734952013,95,2013
9047734972015,97,2015
9047734722004,72,2004
9047734822008,82,2008
9047735112005,11,2005
9047735102004,10,2004
904773521996,2,1996
904773582002,8,2002
904773592003,9,2003
904773682013,8,2013
9047737122010,12,2010
9047737232013,23,2013
9047737442016,44,2016
9047737522016,52,2016
9047737582017,58,2017
9047737632017,63,2017
9047737702018,70,2018
9047737172012,17,2012
9047737102008,10,2008
9047737732018,73,2018
9047737132011,13,2011
9047737422015,42,2015
9047737722018,72,2018
9047737472016,47,2016
904773792007,9,2007
9047737332014,33,2014
9047738242018,24,2018
9047738232017,23,2017
9047739162018,16,2018
9047740102012,10,2012
9047740132015,13,2015
9047740172016,17,2016
904774192017,9,2017
904774262011,6,2011
904774232008,3,2008
9047744242011,24,2011
9047744302017,30,2017
9047745512017,51,2017
9047745522018,52,2018
9047749182009,18,2009
9047749212012,21,2012
9047749272018,27,2018
9047751102017,10,2017
904775192016,9,2016
904775162013,6,2013
