id,volumeNumber,year
904788182013,8,2013
904788282017,8,2017
904788242013,4,2013
904788252014,5,2014
904788262015,6,2015
904788292018,9,2018
904788272016,7,2016
9047884302015,30,2015
9047884212006,21,2006
9047884162001,16,2001
9047884222007,22,2007
9047884131998,13,1998
904788471992,7,1992
9047884282013,28,2013
9047884152000,15,2000
9047884141999,14,1999
9047884202005,20,2005
9047884121997,12,1997
9047884292014,29,2014
9047884182003,18,2003
9047884332018,33,2018
9047884312016,31,2016
9047884232008,23,2008
9047884192004,19,2004
9047884262011,26,2011
9047884172002,17,2002
9047884242009,24,2009
9047884322017,32,2017
9047884111996,11,1996
904788491994,9,1994
9047887112014,11,2014
9047887162019,16,2019
9047887142017,14,2017
9047887152018,15,2018
9047887122015,12,2015
9047887102013,10,2013
904788792012,9,2012
9047887132016,13,2016
904788722005,2,2005
904788752008,5,2008
904788862015,6,2015
904788812010,1,2010
9047890292014,29,2014
9047890382015,38,2015
9047890472016,47,2016
9047890242009,24,2009
904789081996,8,1996
9047890632018,63,2018
9047890252010,25,2010
9047890492016,49,2016
9047890602018,60,2018
9047890232008,23,2008
9047890282013,28,2013
9047890562017,56,2017
9047890302015,30,2015
9047890222007,22,2007
9047890642018,64,2018
9047890442016,44,2016
9047890162000,16,2000
9047890141999,14,1999
9047890312015,31,2015
9047890192004,19,2004
9047890532017,53,2017
9047890662018,66,2018
9047890182003,18,2003
9047890121998,12,1998
9047890151999,15,1999
9047890702019,70,2019
9047890272012,27,2012
9047890402016,40,2016
9047890652018,65,2018
9047890582017,58,2017
9047890712019,71,2019
9047890212006,21,2006
9047890722019,72,2019
9047890202005,20,2005
9047890622018,62,2018
9047890162001,16,2001
9047891132014,13,2014
9047891102011,10,2011
9047891112012,11,2012
9047891172018,17,2018
904789192010,9,2010
9047891152016,15,2016
9047891162017,16,2017
904789182009,8,2009
9047891142015,14,2015
904789292014,9,2014
904789252010,5,2010
904789262011,6,2011
9047893532011,53,2011
9047896142016,14,2016
9047896102012,10,2012
904789632005,3,2005
9047896152017,15,2017
904789622004,2,2004
9047896162018,16,2018
9047896132015,13,2015
904789672009,7,2009
904789642006,4,2006
904789852008,5,2008
9047898232015,23,2015
9047898112010,11,2010
9047898132011,13,2011
9047898182013,18,2013
9047898122011,12,2011
9047898302018,30,2018
9047898102010,10,2010
9047898212014,21,2014
9047898202013,20,2013
9047898162012,16,2012
9047898192013,19,2013
9047898282017,28,2017
9047898152012,15,2012
9047898222014,22,2014
904789872009,7,2009
9047898242015,24,2015
9047898172012,17,2012
9047898142011,14,2011
904789882009,8,2009
904789892010,9,2010
9047899692018,69,2018
9047899652014,65,2014
9047899672016,67,2016
9047899682017,68,2017
9047899662015,66,2015
9047899702019,70,2019
904790112017,1,2017
904790342018,4,2018
9047904372011,37,2011
9047904582013,58,2013
90479041092017,109,2017
9047904442012,44,2012
9047904992017,99,2017
90479041042017,104,2017
9047904732014,73,2014
90479041012017,101,2017
9047904352009,35,2009
90479041022017,102,2017
9047904342008,34,2008
9047904802015,80,2015
9047904382012,38,2012
9047904522013,52,2013
90479041142018,114,2018
90479041152018,115,2018
9047904322006,32,2006
9047904312005,31,2005
9047904332007,33,2007
90479041112018,111,2018
9047904752015,75,2015
9047904952016,95,2016
9047904852015,85,2015
90479041182018,118,2018
90479041062017,106,2017
9047904832015,83,2015
9047904542013,54,2013
9047906222012,22,2012
9047906172007,17,2007
9047906182008,18,2008
904790691999,9,1999
9047906272017,27,2017
9047906152005,15,2005
9047906202010,20,2010
9047906252015,25,2015
9047906162006,16,2006
9047906262016,26,2016
9047906282018,28,2018
9047906242014,24,2014
904790681998,8,1998
9047906212011,21,2011
904790671997,7,1997
9047906192009,19,2009
9047906232013,23,2013
904790661996,6,1996
9047906112001,11,2001
9047906142004,14,2004
904790621992,2,1992
9047906102000,10,2000
9047906122002,12,2002
904790641994,4,1994
9047906132003,13,2003
9047906292019,29,2019
904790631993,3,1993
904790651995,5,1995
904790720092009,2009,2009
904790720082008,2008,2008
904790720102010,2010,2010
904790720142014,2014,2014
904790720122012,2012,2012
904790720172017,2017,2017
904790720132013,2013,2013
904790832017,3,2017
904790842018,4,2018
904790812015,1,2015
904790989-A2006,89-A,2006
904790993-B2010,93-B,2010
904790996-A2013,96-A,2013
904790998-C2015,98-C,2015
904790991-A2008,91-A,2008
904790994-B2011,94-B,2011
9047909101-D2018,101-D,2018
904790999-C2016,99-C,2016
904790999-B2016,99-B,2016
904790991-B2008,91-B,2008
904790995-B2012,95-B,2012
904790993-D2010,93-D,2010
904790992-B2009,92-B,2009
904790999-A2016,99-A,2016
904790996-D2013,96-D,2013
9047909101-B2018,101-B,2018
9047909102-D2019,102-D,2019
9047909100-A2017,100-A,2017
904790990-B2007,90-B,2007
904790998-A2015,98-A,2015
904790994-D2011,94-D,2011
904790989-D2006,89-D,2006
904790992-D2009,92-D,2009
904790997-D2014,97-D,2014
904790999-D2016,99-D,2016
904790993-C2010,93-C,2010
904790998-D2015,98-D,2015
9047909100-D2017,100-D,2017
904790997-A2014,97-A,2014
904790994-C2011,94-C,2011
904790995-A2012,95-A,2012
904790989-C2006,89-C,2006
904790994-A2011,94-A,2011
904790996-C2013,96-C,2013
904790988-A2005,88-A,2005
904790990-C2007,90-C,2007
904790996-B2013,96-B,2013
904790995-D2012,95-D,2012
904790991-C2008,91-C,2008
904790992-A2009,92-A,2009
904790990-D2007,90-D,2007
9047909101-A2018,101-A,2018
904790997-B2014,97-B,2014
904790987-D2004,87-D,2004
904790989-B2006,89-B,2006
904790992-C2009,92-C,2009
904790988-C2005,88-C,2005
904790991-D2008,91-D,2008
9047909102-C2019,102-C,2019
904790998-B2015,98-B,2015
904790990-A2007,90-A,2007
9047909100-C2017,100-C,2017
904790997-C2014,97-C,2014
904790995-C2012,95-C,2012
9047909100-B2017,100-B,2017
904790988-D2005,88-D,2005
904790988-B2005,88-B,2005
904791222006,2,2006
90479132332019,233,2019
90479132282014,228,2014
90479132302016,230,2016
90479132322018,232,2018
90479132292015,229,2015
90479132262012,226,2012
90479132272013,227,2013
9047915462017,46,2017
9047915472018,47,2018
9047915442015,44,2015
9047915432014,43,2014
9047916152004,15,2004
9047916142003,14,2003
9047916412017,41,2017
9047916452018,45,2018
9047916242013,24,2013
9047916442018,44,2018
9047916202009,20,2009
9047916252014,25,2014
9047916472018,47,2018
9047916182007,18,2007
9047916172006,17,2006
9047916482018,48,2018
9047918492016,49,2016
9047918502017,50,2017
9047918402007,40,2007
9047918352002,35,2002
9047918452012,45,2012
9047918291996,29,1996
904791841971,4,1971
9047918482015,48,2015
9047918432010,43,2010
9047918462013,46,2013
9047918332000,33,2000
9047918372004,37,2004
9047918472014,47,2014
9047918321999,32,1999
9047918412008,41,2008
9047918512018,51,2018
9047918301997,30,1997
9047918362003,36,2003
9047918442011,44,2011
9047918151982,15,1982
9047918241991,24,1991
9047918422009,42,2009
9047918261993,26,1993
9047918231990,23,1990
9047919231999,23,1999
9047919532017,53,2017
9047919352011,35,2011
9047919462016,46,2016
9047919322008,32,2008
9047919562018,56,2018
9047919382014,38,2014
9047921282004,28,2004
9047919552017,55,2017
9047919482017,48,2017
9047919342010,34,2010
9047919472016,47,2016
9047919452016,45,2016
9047922152006,15,2006
9047923462017,46,2017
9047924412012,41,2012
9047924362007,36,2007
9047924472018,47,2018
9047924432014,43,2014
9047924382009,38,2009
9047924462017,46,2017
9047924392010,39,2010
9047924452016,45,2016
9047924442015,44,2015
9047924402011,40,2011
9047924352006,35,2006
9047924422013,42,2013
904792512007,1,2007
904792572013,7,2013
904792592015,9,2015
904792552011,5,2011
9047925112016,11,2016
9047925122018,12,2018
904792532009,3,2009
904792522008,2,2008
904792552010,5,2010
9047925102016,10,2016
904792562012,6,2012
9047926182008,18,2008
9047926162006,16,2006
9047927212011,21,2011
9047926172007,17,2007
9047926142004,14,2004
9047926132003,13,2003
9047927232015,23,2015
904792862013,6,2013
904792872014,7,2014
9047928102017,10,2017
9047928112018,11,2018
904792972013,7,2013
904792932009,3,2009
904792942010,4,2010
9047929122018,12,2018
904792912007,1,2007
904792982014,8,2014
9047929102016,10,2016
904792962012,6,2012
9047931592012,59,2012
9047931552010,55,2010
9047931532009,53,2009
904793131973,3,1973
9047931562010,56,2010
9047931291997,29,1997
9047931472006,47,2006
9047934131999,13,1999
9047934111997,11,1997
9047933182004,18,2004
9047934101996,10,1996
9047933302016,30,2016
9047933212007,21,2007
9047933272013,27,2013
9047933282014,28,2014
9047933252011,25,2011
9047933162002,16,2002
9047933352018,35,2018
904793920182018,2018,2018
904793920162016,2016,2016
904793920152015,2015,2015
904793920112011,2011,2011
904793920142014,2014,2014
904793920132013,2013,2013
9047940102009,10,2009
904794082007,8,2007
904794052002,5,2002
904794021999,2,1999
904794042001,4,2001
904794122006,2,2006
904794262007,6,2007
9047943502016,50,2016
9047943522018,52,2018
9047943512017,51,2017
9047944312011,31,2011
9047945242002,24,2002
9047945332011,33,2011
9047945282006,28,2006
904794511979,1,1979
9047945111989,11,1989
9047945272005,27,2005
9047945372015,37,2015
9047945131991,13,1991
9047945402018,40,2018
9047945292007,29,2007
9047945312009,31,2009
9047945352013,35,2013
9047945362014,36,2014
904794591987,9,1987
9047945342012,34,2012
9047945302008,30,2008
9047945171995,17,1995
9047945181996,18,1996
904794561984,6,1984
9047945151993,15,1993
9047945392017,39,2017
9047945252003,25,2003
9047945211999,21,1999
9047945141992,14,1992
9047945191997,19,1997
9047945262004,26,2004
9047945382016,38,2016
9047945161994,16,1994
9047945412019,41,2019
9047945101988,10,1988
9047945201998,20,1998
9047945232001,23,2001
9047945222000,22,2000
904794571985,7,1985
9047945322010,32,2010
904794521980,2,1980
9047945121990,12,1990
904794531981,3,1981
904794581986,8,1986
904794551983,5,1983
9047949342001,34,2001
9047949241998,24,1998
9047949121993,12,1993
904794971988,7,1988
9047949782016,78,2016
9047949412003,41,2003
9047949722015,72,2015
9047949492007,49,2007
9047949952017,95,2017
9047949372002,37,2002
9047949171995,17,1995
9047949482006,48,2006
9047949432004,43,2004
9047949552013,55,2013
904794911982,1,1982
9047949822016,82,2016
9047949922017,92,2017
9047949992018,99,2018
9047949502008,50,2008
9047949672015,67,2015
9047949792016,79,2016
9047951462012,46,2012
9047951512017,51,2017
9047954292015,29,2015
904795442001,4,2001
9047954252012,25,2012
9047954262013,26,2013
9047955172016,17,2016
9047955152014,15,2014
904795631991,3,1991
9047956492007,49,2007
9047957862017,86,2017
9047957582010,58,2010
9047956392005,39,2005
9047957612010,61,2010
9047957832016,83,2016
9047956272001,27,2001
9047957902018,90,2018
9047956201998,20,1998
904795641992,4,1992
9047956242000,24,2000
9047956302002,30,2002
9047956442006,44,2006
9047957842016,84,2016
9047957742014,74,2014
9047956342003,34,2003
9047957892017,89,2017
9047956332003,33,2003
9047956161997,16,1997
9047957702013,70,2013
9047957682012,68,2012
9047957642011,64,2011
9047957772014,77,2014
9047956372004,37,2004
9047957572009,57,2009
904795651993,5,1993
9047956482007,48,2007
9047957852016,85,2016
9047957522008,52,2008
9047957652011,65,2011
9047957532008,53,2008
9047956252000,25,2000
9047956432006,43,2006
9047956412005,41,2005
9047957512008,51,2008
904795661993,6,1993
9047957542009,54,2009
9047957712013,71,2013
9047957722013,72,2013
9047959952009,95,2009
9047959702006,70,2006
90479591272013,127,2013
90479591202012,120,2012
9047959622004,62,2004
90479591362015,136,2015
9047959862008,86,2008
9047959371999,37,1999
9047959401999,40,1999
9047959902009,90,2009
9047959712006,71,2006
9047959842008,84,2008
9047959632004,63,2004
9047959582003,58,2003
9047959762007,76,2007
9047959562003,56,2003
9047959922009,92,2009
9047959682005,68,2005
9047959912009,91,2009
9047959882008,88,2008
90479591302014,130,2014
90479591312014,131,2014
90479591572018,157,2018
9047959772007,77,2007
9047959742006,74,2006
90479591612018,161,2018
90479591472016,147,2016
90479591092011,109,2011
9047959972009,97,2009
90479591642019,164,2019
9047959822008,82,2008
9047959652005,65,2005
9047959982010,98,2010
9047959472001,47,2001
90479591282013,128,2013
9047959612004,61,2004
904796282009,8,2009
9047962122014,12,2014
9047962132015,13,2015
904796382005,8,2005
9047963122010,12,2010
9047963112010,11,2010
9047964242016,24,2016
9047964262018,26,2018
9047964202012,20,2012
9047964122004,12,2004
9047964162008,16,2008
9047964212013,21,2013
904796542018,4,2018
904796642014,4,2014
904796722012,2,2012
9047970432012,43,2012
9047970502019,50,2019
9047970412010,41,2010
9047971181995,18,1995
9047971432015,43,2015
9047971462018,46,2018
9047971412013,41,2013
9047971452017,45,2017
9047971352007,35,2007
9047971422014,42,2014
9047971362008,36,2008
9047971402012,40,2012
9047971312003,31,2003
9047971382010,38,2010
904797220132013,2013,2013
904797392018,9,2018
9047974882011,88,2011
9047974812004,81,2004
9047974872010,87,2010
9047974792002,79,2002
9047974942017,94,2017
9047974902013,90,2013
9047974762000,76,2000
9047974962019,96,2019
9047974912014,91,2014
9047974892012,89,2012
9047974922015,92,2015
9047974862009,86,2009
9047974952018,95,2018
9047974852008,85,2008
9047974842007,84,2007
904797522005,2,2005
9047978102014,10,2014
904797842008,4,2008
9047979332016,33,2016
904798172009,7,2009
904798142006,4,2006
904798342015,4,2015
904798442003,4,2003
904798422001,2,2001
9047985232004,23,2004
9047985171998,17,1998
9047985372018,37,2018
9047985252006,25,2006
9047985302011,30,2011
9047985262007,26,2007
9047985362017,36,2017
9047985282009,28,2009
9047985352016,35,2016
9047985332014,33,2014
9047985292010,29,2010
9047985242005,24,2005
9047985272008,27,2008
9047985131994,13,1994
9047985322013,32,2013
9047985312012,31,2012
9047985342015,34,2015
9047985141995,14,1995
9047985161997,16,1997
9047985202001,20,2001
9047985212002,21,2002
9047985222003,22,2003
9047985181999,18,1999
9047985101991,10,1991
9047985192000,19,2000
9047985151996,15,1996
9047986362012,36,2012
9047989682010,68,2010
9047989892014,89,2014
904799062016,6,2016
904799162016,6,2016
904799152015,5,2015
904799142014,4,2014
904799172017,7,2017
904799182018,8,2018
904799122012,2,2012
904799272018,7,2018
904799520162016,2016,2016
904799520142014,2014,2014
904799520172017,2017,2017
904799520072007,2007,2007
904799520062006,2006,2006
9047996272012,27,2012
9047996332018,33,2018
9047996252010,25,2010
9047996162001,16,2001
904799631988,3,1988
9047996222007,22,2007
9047996322017,32,2017
9047996302015,30,2015
904799621987,2,1987
904799651990,5,1990
904799611986,1,1986
9047996292014,29,2014
9047996312016,31,2016
9047996262011,26,2011
9047996172002,17,2002
904799792018,9,2018
9047998182016,18,2016
9047998202018,20,2018
9047998162014,16,2014
9047998142012,14,2012
9047998172015,17,2015
9047998212019,21,2019
9047998192017,19,2017
9047998152013,15,2013
9047998132011,13,2011
9048000342011,34,2011
9048000482015,48,2015
9048000832017,83,2017
9048000302007,30,2007
90480001272019,127,2019
90480001032018,103,2018
9048000692016,69,2016
9048000282005,28,2005
9048000592016,59,2016
9048000382014,38,2014
9048000772017,77,2017
9048000412014,41,2014
9048000332010,33,2010
9048000912017,91,2017
9048000322009,32,2009
90480001262019,126,2019
9048000522015,52,2015
9048000362013,36,2013
9048000512015,51,2015
9048000532015,53,2015
9048000932017,93,2017
9048000862017,86,2017
90480001252019,125,2019
90480001042018,104,2018
90480001102018,110,2018
90480001292019,129,2019
9048000352012,35,2012
90480001132018,113,2018
90480001212018,121,2018
90480001052018,105,2018
9048000802017,80,2017
9048000502015,50,2015
90480001172018,117,2018
9048000392014,39,2014
9048000872017,87,2017
9048000572015,57,2015
9048002102018,10,2018
904800212009,1,2009
904800282016,8,2016
904800222010,2,2010
904800292017,9,2017
904800252013,5,2013
904800262014,6,2014
904800482009,8,2009
904800452005,5,2005
9048004112012,11,2012
904800412001,1,2001
9048004162017,16,2017
9048004172018,17,2018
9048004102011,10,2011
904800442004,4,2004
904800472008,7,2008
904800422002,2,2002
9048004132014,13,2014
9048004142015,14,2015
9048004152016,15,2016
9048005332008,33,2008
9048005372012,37,2012
9048005382013,38,2013
9048005412016,41,2016
904800682014,8,2014
9048006112017,11,2017
9048006122018,12,2018
9048006132019,13,2019
9048006102016,10,2016
904800612007,1,2007
904800692015,9,2015
904800652011,5,2011
9048007242005,24,2005
9048007171998,17,1998
9048008322013,32,2013
9048007212002,21,2002
9048008272008,27,2008
9048008372018,37,2018
9048008302011,30,2011
9048007192000,19,2000
9048008312012,31,2012
9048008342015,34,2015
9048009502009,50,2009
9048009862018,86,2018
9048009742015,74,2015
9048009622012,62,2012
9048009852017,85,2017
9048009362005,36,2005
9048010312012,31,2012
9048010332014,33,2014
9048010322013,32,2013
9048011232017,23,2017
9048012472013,47,2013
9048012502014,50,2014
9048012582018,58,2018
9048012462013,46,2013
9048012422011,42,2011
9048012482013,48,2013
9048012532016,53,2016
9048012362009,36,2009
9048012342009,34,2009
9048012512015,51,2015
9048012432012,43,2012
9048012372010,37,2010
9048012412011,41,2011
9048012492014,49,2014
9048012542016,54,2016
9048012552017,55,2017
9048012382010,38,2010
9048012572018,57,2018
9048012442012,44,2012
9048012402011,40,2011
9048012292007,29,2007
9048012302007,30,2007
9048013102006,10,2006
9048013222018,22,2018
9048013212017,21,2017
9048013192015,19,2015
9048013182014,18,2014
9048013132009,13,2009
9048013172013,17,2013
9048015132014,13,2014
904801592010,9,2010
9048016101992,10,1992
9048016222004,22,2004
904801691991,9,1991
904801611983,1,1983
9048017142007,14,2007
9048017132006,13,2006
904801792002,9,2002
9048017162009,16,2009
9048017252018,25,2018
9048017182011,18,2011
9048017232016,23,2016
904801751998,5,1998
9048017222015,22,2015
9048017192012,19,2012
904801741997,4,1997
9048017212014,21,2014
9048021472001,47,2001
9048020432000,43,2000
9048023322002,32,2002
9048023452015,45,2015
9048023422012,42,2012
9048023221992,22,1992
9048025102016,10,2016
904802582014,8,2014
9048025112017,11,2017
9048025122018,12,2018
904802572013,7,2013
904802592015,9,2015
9048027142009,14,2009
9048028272013,27,2013
9048028182004,18,2004
9048028552019,55,2019
9048028142000,14,2000
9048028242010,24,2010
9048028342015,34,2015
9048028382016,38,2016
9048028162002,16,2002
9048028372016,37,2016
9048028542019,54,2019
9048028111997,11,1997
904802881994,8,1994
9048028422017,42,2017
904803092018,9,2018
904803082017,8,2017
904803072016,7,2016
904803062015,6,2015
904803052014,5,2014
904803042013,4,2013
9048031142014,14,2014
9048031112011,11,2011
9048031102010,10,2010
904803192009,9,2009
9048031132013,13,2013
904803182008,8,2008
9048031162016,16,2016
904803162006,6,2006
9048032142013,14,2013
9048032132012,13,2012
904803252004,5,2004
9048032122011,12,2011
9048032162015,16,2015
904803292008,9,2008
904803242003,4,2003
9048032152014,15,2014
904803232002,3,2002
904803312017,1,2017
904803322018,2,2018
904803422018,2,2018
904803412017,1,2017
9048038162014,16,2014
9048038112009,11,2009
9048039102018,10,2018
904804020092009,2009,2009
904804122009,2,2009
904804132010,3,2010
9048043682015,68,2015
90480431102018,110,2018
9048043382002,38,2002
9048043191996,19,1996
904804371991,7,1991
9048043171996,17,1996
9048043882017,88,2017
9048043181996,18,1996
9048043101992,10,1992
90480431032018,103,2018
90480431112019,111,2019
90480431052018,105,2018
90480431072018,107,2018
9048043622014,62,2014
9048043402002,40,2002
9048043772016,77,2016
9048043542006,54,2006
9048043422003,42,2003
90480446262016,626,2016
90480442702002,270,2002
90480445572014,557,2014
90480442902003,290,2003
90480441061992,106,1992
9048044861991,86,1991
90480446702017,670,2017
90480446182016,618,2016
90480444112010,411,2010
90480445312014,531,2014
90480446572017,657,2017
90480441911998,191,1998
90480446072015,607,2015
90480446402016,640,2016
90480443372005,337,2005
90480445852015,585,2015
90480444122011,412,2011
90480444612012,461,2012
90480444682013,468,2013
90480447522018,752,2018
9048044621988,62,1988
90480447042017,704,2017
90480443632006,363,2006
90480445032013,503,2013
90480444942013,494,2013
90480445242014,524,2014
90480447342018,734,2018
90480441331994,133,1994
90480444652012,465,2012
90480441381995,138,1995
90480443942008,394,2008
90480444012008,401,2008
90480446772017,677,2017
90480443702007,370,2007
904804522007,2,2007
9048047192012,19,2012
9048047232016,23,2016
9048047212014,21,2014
9048047252018,25,2018
9048047242017,24,2017
9048047142007,14,2007
904804661999,6,1999
904804631996,3,1996
9048047222015,22,2015
9048047172010,17,2010
9048047102003,10,2003
9048047122005,12,2005
9048047112004,11,2004
904804672000,7,2000
9048047202013,20,2013
9048047182011,18,2011
904804641997,4,1997
9048047132006,13,2006
9048047162009,16,2009
904804792002,9,2002
904804682001,8,2001
9048047152008,15,2008
904804611994,1,1994
9048048142011,14,2011
9048048222018,22,2018
9048050492012,49,2012
9048050512014,51,2014
9048051142018,14,2018
904805182015,8,2015
904805292017,9,2017
9048054202015,20,2015
9048054222016,22,2016
9048054132008,13,2008
9048054102005,10,2005
9048054112006,11,2006
9048054122007,12,2007
9048054182013,18,2013
904805421997,2,1997
904805462001,6,2001
9048054212015,21,2015
904805411996,1,1996
9048054212016,21,2016
904805482003,8,2003
9048054192014,19,2014
9048054232018,23,2018
9048054152009,15,2009
9048054192013,19,2013
9048054162011,16,2011
9048054142009,14,2009
904805452000,5,2000
9048054182012,18,2012
9048054232017,23,2017
9048054222017,22,2017
904805441999,4,1999
904805592012,9,2012
9048055272018,27,2018
9048056472017,47,2017
9048056482018,48,2018
9048056462017,46,2017
9048056492019,49,2019
9048056272007,27,2007
9048056432015,43,2015
9048056372012,37,2012
9048056182003,18,2003
9048056322010,32,2010
9048056452016,45,2016
9048056382013,38,2013
9048056402014,40,2014
9048056362012,36,2012
9048056132000,13,2000
9048056442016,44,2016
9048056342011,34,2011
9048056312009,31,2009
9048056101999,10,1999
904805792017,9,2017
904805722010,2,2010
9048057102018,10,2018
904805772015,7,2015
904805882016,8,2016
904805892017,9,2017
904806120072007,2007,2007
904806120112011,2011,2011
904806120142014,2014,2014
904806120132013,2013,2013
904806120122012,2012,2012
9048062282014,28,2014
9048062232009,23,2009
9048062292015,29,2015
9048062152001,15,2001
9048062272013,27,2013
9048062212007,21,2007
9048062312017,31,2017
9048062142000,14,2000
9048062242010,24,2010
904806261992,6,1992
9048062131999,13,1999
9048062252011,25,2011
904806281994,8,1994
9048062202006,20,2006
9048062162002,16,2002
904806291995,9,1995
9048062172003,17,2003
9048062322018,32,2018
9048062262012,26,2012
9048062222008,22,2008
904806231989,3,1989
9048062192005,19,2005
9048062111997,11,1997
9048062182004,18,2004
9048062302016,30,2016
9048062121998,12,1998
904806332011,3,2011
904806322010,2,2010
904806522018,2,2018
9048066792014,79,2014
9048066962017,96,2017
9048066772014,77,2014
9048066132000,13,2000
9048066512009,51,2009
9048066672012,67,2012
90480661012018,101,2018
9048066852015,85,2015
9048066952017,95,2017
9048066872016,87,2016
9048066282004,28,2004
9048066942017,94,2017
9048066222002,22,2002
9048066712013,71,2013
9048066522010,52,2010
9048066602011,60,2011
9048066632012,63,2012
9048066902016,90,2016
9048066762014,76,2014
9048066542010,54,2010
9048066442008,44,2008
90480661022018,102,2018
9048066682013,68,2013
9048066722013,72,2013
9048066752014,75,2014
9048066692013,69,2013
9048066592011,59,2011
9048066992018,99,2018
9048066492009,49,2009
9048066642012,64,2012
90480661032018,103,2018
9048066422007,42,2007
904806621995,2,1995
9048066552010,55,2010
9048066972017,97,2017
9048066322005,32,2005
9048066882016,88,2016
9048066572011,57,2011
9048066532010,53,2010
9048066892016,89,2016
9048066732013,73,2013
9048066272003,27,2003
904806631996,3,1996
9048066982018,98,2018
9048066212002,21,2002
9048066342005,34,2005
9048066832015,83,2015
9048066912016,91,2016
9048066702013,70,2013
9048066822015,82,2015
9048066862016,86,2016
9048066152000,15,2000
9048066622012,62,2012
9048066392006,39,2006
904806661998,6,1998
904806712015,1,2015
9048068282012,28,2012
9048068342018,34,2018
9048068182002,18,2002
9048068172001,17,2001
9048068141999,14,1999
904806841993,4,1993
9048068212005,21,2005
9048068262010,26,2010
9048068202004,20,2004
9048068302014,30,2014
904806871995,7,1995
9048068232007,23,2007
9048068222006,22,2006
9048068322016,32,2016
9048068332017,33,2017
9048068272011,27,2011
904806881996,8,1996
9048068242008,24,2008
9048068292013,29,2013
9048068151999,15,1999
9048068312015,31,2015
9048069352016,35,2016
9048069342015,34,2015
9048069312012,31,2012
9048069202001,20,2001
9048069292010,29,2010
9048069302011,30,2011
9048069252006,25,2006
9048069372018,37,2018
9048069322013,32,2013
9048069272008,27,2008
9048069332014,33,2014
9048069262007,26,2007
9048069362017,36,2017
9048069192000,19,2000
9048069242005,24,2005
9048069282009,28,2009
9048069212002,21,2002
9048069171998,17,1998
9048069222003,22,2003
9048069232004,23,2004
9048069151996,15,1996
9048069131994,13,1994
9048069141995,14,1995
9048069181999,18,1999
904806991990,9,1990
9048069161997,16,1997
9048069382019,38,2019
9048069121993,12,1993
9048070882015,88,2015
9048070842011,84,2011
9048070912018,91,2018
9048070822009,82,2009
9048070872014,87,2014
9048070812008,81,2008
9048070902017,90,2017
9048070832010,83,2010
9048070892016,89,2016
9048070852012,85,2012
9048071132011,13,2011
904807592016,9,2016
904807582015,8,2015
9048076652014,65,2014
9048076802019,80,2019
9048076702015,70,2015
9048076732016,73,2016
9048076502009,50,2009
9048076692015,69,2015
9048076101995,10,1995
9048076252000,25,2000
9048076752017,75,2017
9048076722016,72,2016
9048076772018,77,2018
9048076552010,55,2010
9048077362017,36,2017
9048077342015,34,2015
9048077322013,32,2013
9048077352016,35,2016
9048077332014,33,2014
9048078112017,11,2017
904807882014,8,2014
9048078122018,12,2018
904807812007,1,2007
9048078102016,10,2016
904807862012,6,2012
904807892015,9,2015
904807852011,5,2011
904807872013,7,2013
904807842010,4,2010
904807822008,2,2008
9048078132019,13,2019
904807942005,4,2005
9048079142015,14,2015
904807982009,8,2009
904807962007,6,2007
9048079172018,17,2018
904807922003,2,2003
9048079162017,16,2017
9048079162016,16,2016
904807952006,5,2006
904807932004,3,2004
904807982008,8,2008
9048079132014,13,2014
904807972008,7,2008
904807912002,1,2002
9048079122013,12,2013
9048079112012,11,2012
9048080752017,75,2017
9048080702015,70,2015
9048085462015,46,2015
9048085632017,63,2017
9048085402014,40,2014
9048085372011,37,2011
9048085392013,39,2013
9048085662018,66,2018
9048085292003,29,2003
9048085702018,70,2018
9048085502016,50,2016
9048085352009,35,2009
9048085672018,67,2018
9048085602017,60,2017
9048085652018,65,2018
9048085712018,71,2018
9048085422015,42,2015
9048085562016,56,2016
9048085272000,27,2000
9048085322006,32,2006
9048085612017,61,2017
9048085512016,51,2016
9048085592017,59,2017
9048085362010,36,2010
9048085382012,38,2012
9048085542016,54,2016
9048085722018,72,2018
9048085302004,30,2004
904808642009,4,2009
904808622007,2,2007
904808692014,9,2014
904808672012,7,2012
9048086122017,12,2017
9048087462018,46,2018
9048087442016,44,2016
9048087412013,41,2013
9048087382010,38,2010
9048088602013,60,2013
9048088952016,95,2016
90480881282019,128,2019
9048088862015,86,2015
904808962007,6,2007
904808912002,1,2002
9048089122013,12,2013
9048090202017,20,2017
9048090162013,16,2013
9048090152012,15,2012
9048091312013,31,2013
9048091332015,33,2015
9048092472009,47,2009
9048092632012,63,2012
90480921352016,135,2016
90480921852019,185,2019
90480921052015,105,2015
90480921462017,146,2017
9048092842014,84,2014
9048092432008,43,2008
9048092512010,51,2010
9048092562011,56,2011
9048092482009,48,2009
90480921372016,137,2016
90480921112015,111,2015
9048092592012,59,2012
90480921592017,159,2017
9048092622012,62,2012
9048092582011,58,2011
9048092912014,91,2014
9048092292006,29,2006
9048092522010,52,2010
9048092422008,42,2008
90480921742018,174,2018
9048092332006,33,2006
9048092602012,60,2012
90480921132015,113,2015
9048092542011,54,2011
90480921722018,172,2018
90480921012014,101,2014
90480921412016,141,2016
9048092502010,50,2010
9048092352007,35,2007
90480921452017,145,2017
9048092462009,46,2009
90480921712018,171,2018
90480921002014,100,2014
9048092832013,83,2013
