Paper,Author
539315,7125126
539324,6827923
539332,6906878
539337,6779716
539339,7347075
539340,6755352
539348,6826982
539362,6945822
539365,7347091
539393,6840931
539414,7269613
539428,7347117
539431,6832777
539432,6886875
539435,6828254
539450,7022129
539463,7031412
539467,6875791
539480,6993455
539490,6762683
539501,6818441
539504,6772508
539528,6763782
539543,6886544
539545,6858924
539550,6766229
539557,7347192
539573,7347211
539600,6754148
539606,7347233
539618,6763109
539630,6764068
539633,7033776
539663,6916385
539667,6873078
539668,6756104
539669,6754148
539678,7033812
539704,7033712
539715,6922856
539727,6967163
539729,7347311
539733,6777388
539751,6779992
539759,6778022
539764,6754148
539775,6758914
539808,6874999
539809,7347355
539811,6932779
539817,6769595
539838,6928535
539865,6859033
539893,6886975
539908,7347430
539932,6828488
539937,6887118
539940,6783943
539942,6758914
539963,6993766
539976,6773132
540022,7347518
540025,7347520
540046,7004966
540078,6846751
540097,7347528
540098,6812798
540124,7347591
540139,7347608
540160,7181259
540161,7347643
540162,7347656
540210,7347803
540211,7347805
540232,7175928
540236,7347889
540237,7067035
540240,7347895
540242,6935344
540246,7347827
540255,7347938
540280,7175837
540286,7348018
540290,7348031
540292,7348040
540296,7348050
540305,6939560
540320,7181061
540330,7348132
540334,7206585
540353,6917977
540364,7348218
540368,7348232
540374,7323982
540405,7348305
540412,7180239
540464,7348458
540472,7325049
540495,7175833
540498,7348546
540514,7348582
540520,7348599
540530,7348616
540532,7348623
540572,7348188
540574,7347619
540605,7348819
540610,7348827
540627,7181168
540630,7348871
540661,7348120
540663,7176847
540667,6904282
540671,7329730
540696,7348958
540710,7349038
540718,7349056
540720,7222869
540721,7348058
540725,6939560
540729,6939560
540740,7181061
540752,7347967
540779,7348801
540786,7349205
540810,7177478
540821,7349291
540822,6756940
540840,6756675
540842,7347958
540852,7181062
540856,7293851
540858,7183113
540881,7347966
540890,7349440
540911,6868930
540944,7349563
540950,7349577
540953,7325048
540961,7349599
540965,7349614
540970,7175514
540984,7349647
541000,7180001
541038,7180546
541042,6927036
541043,7349049
541055,7325048
541063,7055271
541065,7349803
541071,6898496
541074,7139589
541075,7104311
541090,7349840
541122,6939560
541156,7348929
541177,6939560
541178,7085894
541180,7350033
541184,7348210
541214,7350119
541227,7350133
541286,7350254
541302,7348132
541304,7350293
541311,7348435
541337,7086453
541340,6946671
541345,6874313
541356,7350364
541368,7350392
541379,7175345
541385,7177301
541399,7347805
541401,6801458
541409,7348798
541422,6867569
541423,6865840
541435,7350502
541446,7350531
541458,7183939
541461,7206708
541470,7348341
541481,7086454
541485,7350598
541490,7329591
541495,7179492
541506,7175833
541509,7177478
541522,6939560
541534,6756649
541544,7348968
541545,6832224
541558,6836946
541560,6936928
541600,7350797
541611,7350811
541669,6779923
541671,6754584
541673,6754928
541696,6777843
541703,6760031
541754,6780458
541770,6824258
541799,7350909
541804,7350954
541807,7350963
541823,6778916
541826,6885163
541842,6778734
541852,7350990
541857,7031927
541858,6777779
541865,6779991
541869,7350998
541871,6965739
541875,6885203
541885,6780441
541899,7191118
541919,6754928
541926,6791119
541945,6813034
541947,6873300
541950,7351040
541969,6940871
541979,6777465
542010,6754584
542012,6771696
542015,6754928
542016,6777366
542027,6754148
542048,6946552
542049,6806164
542059,6778004
542109,6756551
542112,6754928
542123,6864349
542133,6788444
542165,6758953
542183,7040354
542223,6780943
542224,6754273
542225,6812935
542243,6781010
542246,7201129
542269,6758072
542271,6777444
542278,7351211
542282,7147490
542299,6755732
542301,6754148
542308,6812881
542311,6778850
542314,7351230
542348,6818017
542404,6777410
542405,7351281
542406,6782793
542411,7121898
542426,6780943
542448,6756551
542462,6994336
542468,6777447
542475,7351318
542481,6754928
542486,7351323
542497,6813229
542509,6812748
542511,6780945
542542,6779035
542546,6754148
542549,7351230
542565,6771002
542590,7351385
542594,6754928
542617,6754928
542632,6756551
542643,6755403
542653,6754927
542661,6777779
542664,6779136
542671,7351428
542692,6782865
542697,6825685
542716,6777366
542739,6777366
542749,7048755
542757,7351488
542769,6780945
542778,6758065
542782,6764432
542788,6760060
542799,6762004
542810,7351510
542838,7184544
542842,6761914
542899,6754486
542902,6778903
542906,6780904
542907,6762840
542908,6778004
542919,6754148
542948,6780655
542988,6763118
543001,7351591
543009,6754148
543028,6770612
543030,7351600
543053,6766291
543068,7206083
543096,6777821
543112,6856000
543115,6932032
543139,6777366
543162,6760244
543173,6777366
543179,6779969
543226,7103064
543239,6930123
543257,6754928
543258,6777410
543302,6786926
543308,6787683
543315,7347531
543338,7317950
543386,7351610
543405,6758072
543412,6778407
543436,6779028
543438,6875838
543440,6771186
543450,6754928
543459,7351807
543466,6754928
543470,6778512
543514,7038091
543523,6843881
543525,7047675
543594,7351910
543609,7351825
543619,7351927
543651,7191928
543678,7351971
543712,7351820
543722,6765275
543726,6919772
543730,6768042
543749,6964929
543761,7352001
543787,6775699
543889,7047675
543899,6916618
543945,7351877
543948,6915461
543959,6817158
543986,7328444
543993,6916921
544017,6768055
544021,6860162
544036,6826164
544043,6915892
544051,6761785
544060,7141362
544077,7352226
544088,6771418
544092,7049096
544093,7047675
544095,6916877
544101,7312098
544120,7038091
544149,7352254
544154,7352257
544249,7141362
544253,7352294
544255,6860731
544260,7352297
544281,6932469
544304,6909669
544316,7352324
544326,7352332
544346,7352160
544377,7352359
544423,6898389
544432,7352389
544439,7352395
544471,7352416
544521,7352454
544530,6852726
544547,7020558
544580,7274071
544587,7188781
544589,6785592
544593,6920717
544605,6795420
544617,7072750
544630,7352564
544665,7352602
544696,6809566
544716,7352656
544723,7352668
544756,6787407
544759,7201337
544798,7352757
544811,6921864
544817,6937510
544819,7064488
544834,7352789
544849,6865466
544851,7352807
544856,7155831
544866,7155452
544868,7352826
544870,6794060
544882,6772413
544891,7352848
544900,7352859
544931,6921570
544935,6756109
544945,6784539
544957,6908700
544964,7003931
545013,7352967
545018,6975628
545033,6955547
545064,7353027
545123,6778891
545128,7353089
545189,7119651
545197,6970066
545209,6755842
545221,6857265
545226,6756184
545227,7353173
545251,6857172
545274,6813509
545302,6756184
545308,7163848
545319,6997724
545352,6844391
545354,7041371
545367,7276586
545386,7053126
545410,6756109
545439,6877733
545443,6922902
545463,6824561
545466,6763905
545468,7312939
545475,7353354
545500,7153274
545532,6762801
545540,7249758
545552,6762801
545557,6762560
545570,7353456
545600,7353436
545614,7081851
545622,7254939
545626,6920872
545627,7353436
545651,6877293
545675,7353567
545699,6762840
545714,7106324
545718,7353485
545736,6846186
545742,7353435
545762,7353654
545794,7353688
545810,7353701
545811,7353694
545812,7221650
545840,6979773
545871,7130385
545899,6793730
545904,7130784
545915,7353774
545933,7353794
545942,7353802
546020,7023231
546030,6788344
546050,6838393
546072,7353889
546086,7343721
546104,7197799
546117,6762648
546128,6961547
546165,7130054
546172,7353983
546202,7354010
546210,6978157
546213,6760967
546217,6766453
546261,7057959
546263,7311063
546269,7026841
546274,7020582
546291,7354099
546302,7353793
546313,7354122
546316,6932855
546333,7102902
546348,7049794
546381,6762584
546434,6925983
546452,6753854
546510,7290904
546534,6874627
546550,7354248
546557,7354186
546577,6885784
546578,7121382
546602,6885464
546621,6846040
546632,7354266
546652,7066360
546674,6783197
546695,7048012
546707,7354290
546747,6775879
546751,6846416
546769,7354364
546816,7354378
546825,7354379
546841,7354385
546843,6845899
546872,6846125
546915,7252125
546922,7354425
546945,6784539
546975,6828765
546979,6779264
546981,6769965
547009,7354484
547013,7051579
547020,7354497
547036,6769965
547042,6840190
547048,7228738
547053,6810866
547083,7354540
547088,6835799
547098,6762578
547107,6835911
547124,6862015
547134,6784272
547145,7354590
547156,6789106
547168,6760218
547176,6756104
547206,6756551
547217,7354540
547234,7354669
547244,6978137
547256,6796171
547266,6863987
547317,7354712
547319,7354715
547322,6755945
547335,6785896
547347,7354740
547357,7261820
547372,6786823
547373,6772185
547382,7354760
547400,6782094
547422,6823347
547424,7354790
547444,7354813
547445,7354814
547448,7354500
547454,6859250
547475,6775895
547502,6996192
547511,7320334
547512,7312560
547524,6768620
547568,7354909
547574,7354915
547586,7354923
547591,6789106
547600,6827602
547602,7354937
547621,6756551
547632,6857167
547634,7107606
547654,7186644
547661,7354985
547708,6760301
547714,6983717
547748,7355059
547756,7051866
547763,6769768
547764,7000162
547783,7155380
547786,6862752
547789,7040901
547809,6766649
547813,6776997
547817,6811062
547832,6831103
547892,6756938
547905,7355188
547908,6786835
547924,6882634
547934,7071234
547964,6864658
547970,7355240
547980,6772402
547988,7041325
547991,6875419
547996,6863955
547998,7355258
548017,7355279
548023,6864299
548025,6791101
548031,6863881
548038,6795866
548051,6843539
548067,6859258
548073,7355308
548085,6935890
548099,7355321
548101,6881283
548104,7355323
548108,6962189
548114,7355328
548129,6790037
548148,6794038
548156,7355363
548159,6857909
548170,6760002
548185,7355384
548197,6781381
548205,7199606
548209,7355407
548222,7278907
548226,6819540
548233,6997857
548257,6863908
548285,7355464
548293,6835729
548299,7355468
548305,6864300
548322,7051953
548341,6838947
548391,6863907
548403,6765624
548420,7355554
548423,6810866
548437,7355561
548449,6758956
548458,7281680
548460,6993993
548472,6857270
548541,7228386
548542,6756867
548578,7355660
548588,6756551
548603,7204297
548616,6830730
548653,7256793
548665,6767989
548709,6770338
548796,6863882
548800,7187619
548812,6863810
548822,6778849
548885,6864723
548886,7355861
548895,7003671
548904,6970773
548907,6833888
548908,6780057
548911,6755945
548920,6755554
548925,6825712
548952,6871643
548953,6756184
548959,7355138
548972,7121699
548973,6773877
548990,6779376
549006,6876541
549020,6849865
549031,7053917
549056,6780057
549075,6974317
549105,6765438
549119,6927319
549135,7356023
549149,6767859
549161,6756869
549165,6810377
549183,6782666
549193,7210107
549201,7356071
549204,6875049
549216,7028941
549219,6930741
549233,7356083
549236,7073775
549240,7042163
549243,7125042
549288,6895693
549294,7066834
549302,6882037
549349,6818979
549355,7135881
549357,7356172
549359,7084346
549361,7031599
549367,6819108
549386,6966256
549406,7356227
549439,6847359
549474,7267450
549493,6769798
549537,7356380
549541,6877893
549550,6764716
549581,7356420
549587,7356428
549611,7356447
549614,7091637
549616,6793271
549620,7173846
549623,6848236
549635,6793271
549639,6784687
549642,6918853
549646,7356465
549658,7163811
549661,6784687
549776,7356538
549782,6878759
549813,7356452
549836,7356565
549843,7090817
549896,6761824
549960,7356635
549984,6851829
549986,6899199
549990,7356468
550009,7145439
550033,7054820
550070,6960853
550077,7356486
550083,7096264
550105,7356472
550107,7345984
550113,6804318
550133,7356704
550176,6788722
550184,6980607
550214,7356738
550248,7356757
550251,6783756
550258,6753966
550305,7356793
550318,7103351
550349,7356806
550358,7356815
550403,6916368
550446,7356854
550509,7356881
550535,7356899
550552,7356904
550557,6806272
550566,6855950
550576,6958856
550590,7356918
550592,7356924
550595,7127082
550653,7356951
550668,7356962
550670,7356963
550735,7356929
550739,7103103
550746,6836187
550811,6855961
550823,6902741
550853,6755316
550870,6754417
550905,6875534
550941,6944697
550948,6813164
550950,6812835
550965,7356809
550968,6783766
550971,6881873
550972,7102143
551002,6903315
551005,7102875
551060,7104120
551062,7339170
551107,7357169
551141,6806619
551142,7298913
551152,7357192
551166,6807132
551184,7306276
551185,6766482
551191,6808504
551221,6903333
551272,7356896
551283,6808298
551297,7357253
551321,6765558
551350,7357212
551354,6753675
551371,7357292
551377,6993682
551495,7357348
551501,6755512
551503,6940841
551517,6815664
551543,6881757
551547,6947808
551559,6782439
551622,6881993
551648,6902941
551654,6980622
551659,7319616
551671,6816154
551727,7357453
551785,7357478
551798,6783786
551833,7022181
551887,7357524
551908,7356822
551919,6815620
551929,6754832
551941,7101963
551988,6773205
552026,7357358
552031,7356915
552047,6912911
552061,6783944
552062,6980279
552073,7102140
552094,7103477
552115,7357328
552157,7051498
552166,7102455
552175,6783667
552202,7103389
552226,7357656
552262,7357689
552294,7356812
552295,7357698
552298,7297919
552315,7049407
552328,6881924
552338,7147690
552341,6754578
552359,6771199
552368,6980695
552393,7357747
552417,7357759
552436,6855951
552456,6815555
552488,6806076
552520,7357790
552568,6812307
552597,7357813
552610,7357815
552689,6813804
552693,7313417
552696,7357849
552705,6754429
552737,7104188
552740,6902834
552744,6926259
552745,6783606
552751,6958860
552762,6755332
552764,6808245
552781,6807227
552810,6915585
552815,7357893
552834,7357899
552836,7103018
552867,6754154
552875,7033888
552889,7102901
552903,6882045
552932,6980623
552963,7102850
552964,6783588
553002,7103902
553026,6754537
553027,6783713
553082,6944750
553094,6881577
553115,7103009
553116,7351812
553126,7102287
553133,7102429
553156,7358028
553214,7102227
553314,7103842
553371,6783654
553399,6783603
553489,6755553
553501,7358159
553530,7358173
553531,7358176
553562,6882206
553593,7203027
553632,6815855
553645,6815555
553700,6903386
553703,6981094
553750,6753806
553762,6808226
553788,7358271
553789,7358274
553801,7357610
553827,7101999
553855,6881695
553857,6807367
553864,6902927
553866,6881781
553867,7358313
553888,7358322
553891,7358324
553920,6815557
553924,6754309
553934,7358340
553947,6754306
553956,7102723
553964,6783632
553999,7358369
554005,7103030
554013,7358376
554018,6982913
554071,7297811
554078,6754643
554081,6753669
554116,6927748
554123,7102207
554126,6815974
554147,7356912
554168,6754690
554183,6754430
554193,7358443
554200,7103921
554211,6916013
554217,6754848
554260,6878105
554270,6903606
554279,6808940
554281,7357704
554286,6979775
554305,6806722
554308,6796363
554318,7358487
554341,7358494
554359,6963486
554436,6873313
554503,6980166
554509,6856072
554516,6754271
554519,7358552
554534,7357169
554559,6755305
554574,6981189
554576,6806742
554586,6902588
554606,7274908
554612,6980789
554617,7019912
554626,6783575
554635,7306505
554645,6881767
554650,6903226
554706,6882002
554717,7273990
554742,6755407
554755,6815740
554791,6912604
554842,6918772
554899,7357685
554954,7358711
555044,7121729
555173,7358793
555176,7357324
555201,6832981
555216,6783524
555229,6882015
555234,6778941
555259,7001252
555264,7358827
555287,6783682
555301,7356980
555346,6980598
555354,6774523
555368,7103753
555382,6882109
555390,7357185
555409,6915819
555446,6815873
555464,7104169
555468,7357492
555495,7001917
555520,7002863
555536,6783914
555571,7067799
555631,6783627
555632,7147480
555636,6754690
555650,7101972
555692,6762555
555699,6783762
555715,7297730
555720,6855972
555742,7275103
555757,6815955
555769,6783653
555774,6807653
555778,6771199
555789,6979507
555820,6815855
555836,6902466
555842,6878105
555862,6754690
555868,7096828
555910,7359044
555916,6782185
555936,7359066
555938,6914953
555943,7359075
555967,7204838
555968,7204533
555976,7359100
555997,7359105
556015,7359121
556095,7359119
556097,7359194
556113,7301218
556115,7359050
556116,7359204
556120,7359205
556125,6784138
556150,6861357
556155,7103889
556156,7359229
556174,7359054
556198,6871239
556203,7359254
556218,6796280
556245,6778679
556266,7204533
556281,7359290
556287,6918566
556332,6789115
556337,6878107
556353,7359339
556355,6756938
556379,6784483
556384,7359378
556396,6792344
556401,6852855
556407,6815164
556434,6772413
556459,6818591
556464,7152712
556466,7359452
556487,7359481
556494,6771597
556496,6775520
556499,6789642
556501,7312859
556505,7359492
556542,7312859
556552,7359528
556555,6768182
556561,6879803
556569,7359540
556570,6772338
556571,6778998
556572,7359549
556587,7356128
556592,7359570
556593,6766526
556611,6816847
556614,6829432
556625,7359606
556631,7359613
556640,7057416
556644,7359625
556645,6910511
556650,6821712
556652,6762713
556657,6828427
556666,6756817
556667,7359649
556700,7359691
556704,7150487
556715,6947382
556723,6759165
556729,7359644
556752,6774402
556763,7359762
556764,7359764
556768,7359486
556769,6826703
556773,7359774
556796,6836665
556824,6768182
556862,6782357
556870,6765118
556873,6764337
556879,7359870
556880,7359871
556883,7359875
556895,6788598
556902,6952612
556920,7359925
556928,6836669
556933,6944999
556942,7359943
556984,6801037
556986,6772401
556990,6846536
556995,6772413
557018,6832622
557029,7360028
557046,6756869
557076,6765118
557079,6975576
557094,6835879
557095,6787276
557096,6829074
557099,6754857
557103,6788609
557105,6777479
557107,7360107
557134,6782625
557141,6757310
557154,7360142
557156,6837118
557161,6758019
557162,7205430
557168,6772413
557176,7360160
557179,6775520
557203,6758019
557207,7360189
557209,6772005
557212,6767859
557213,6995505
557219,7224564
557227,7360201
557234,6779921
557259,7354929
557265,7360245
557266,6764068
557278,6795677
557292,7360273
557311,6844772
557329,6973635
557331,7360310
557344,6790384
557351,6758914
557361,7359452
557375,6824564
557381,6789106
557383,6779604
557414,6877130
557426,6755859
557429,6772413
557432,7360406
557442,7360413
557461,7360430
557473,7360442
557475,7360445
557482,6945577
557490,7083527
557492,6765118
557516,6755301
557525,6858709
557527,7360487
557530,6908137
557536,6970027
557537,6756551
557552,7231669
557556,6829432
557565,6758914
557568,6785285
557599,6764740
557612,6758953
557616,6782890
557619,7360557
557638,7104631
557640,6787276
557645,6765118
557646,6755859
557647,7360581
557649,7360583
557657,6834038
557673,6764337
557677,7360608
557680,6999437
557681,6778493
557686,6771341
557698,7360619
557720,6909857
557723,6794020
557727,6764068
557742,6976405
557760,7198288
557764,6765827
557774,6945593
557784,6778493
557792,6905693
557796,6763960
557797,6765118
557818,7360709
557824,6755859
557828,6819742
557830,6772413
557838,7360726
557848,6779511
557850,6789106
557860,6781856
557865,6766170
557871,7234408
557872,7360762
557882,7360770
557930,6776997
557937,6825221
557946,7360818
557959,7312995
557977,6842213
557980,7051927
557988,6756104
557995,7360857
558002,7360868
558005,7360871
558006,7312859
558019,6771751
558030,7360892
558032,6824205
558033,7231670
558043,7360907
558050,7359398
558051,6834038
558053,6772401
558059,6762741
558081,6755434
558086,7101729
558107,7360964
558127,7028678
558130,6954081
558145,6773461
558147,6894563
558161,7359378
558164,7361019
558177,6763093
558205,6766043
558213,7361062
558219,7361064
558228,7098309
558235,6825741
558236,6946797
558241,6766739
558251,6825741
558258,6754148
558287,6766739
558295,6858514
558305,6877356
558315,6939546
558316,6947907
558326,7361151
558327,6763110
558339,6978762
558342,6816428
558345,7361166
558351,6780100
558355,7361179
558370,7361192
558372,6755790
558374,6861895
558381,6758224
558400,7361211
558403,6825741
558419,6925007
558420,6858849
558426,7077869
558439,6859009
558449,6825741
558451,7347450
558457,7361242
558468,7229075
558477,7086351
558480,7361266
558533,7361361
558548,7176292
558555,7361387
558558,7361392
558563,7361407
558571,7361419
558580,7361434
558596,6782577
558610,7361488
558632,7322911
558642,7361521
558647,7361529
558718,7361559
558737,7361652
558763,6937253
558783,6826925
558784,7084581
558834,6784221
558839,7306824
558853,6857760
558854,7076730
558868,6837454
558872,7127434
558884,7361793
558891,6824189
558897,6948671
558918,6797812
558933,6793733
558962,6958887
558975,6820360
558976,6813655
558977,6801878
558997,6768865
558998,6762111
559018,6762337
559030,6840533
559037,7361913
559040,6824698
559046,7361921
559063,6975782
559069,7361945
559085,7361828
559086,7022078
559092,6822150
559094,6759629
559125,7361979
559129,7187530
559153,6782234
559161,6763093
559182,7254130
559189,7149551
559192,6842519
559194,7114940
559205,6782160
559207,7362044
559222,7362056
559225,7061081
559230,6960576
559259,6820710
559262,7187406
559266,6766738
559276,6795787
559278,6820360
559283,7362098
559294,6897870
559304,6825870
559311,6821044
559318,6859687
559323,6820800
559325,6824603
559327,7362124
559335,6837199
559346,6758914
559349,6762152
559353,6905460
559355,6762475
559367,6769897
559378,6755788
559384,6933835
559393,7059481
559398,6975782
559402,6923931
559403,6926444
559408,6792946
559437,7362200
559452,7077637
559456,6958797
559466,7078211
559468,6762579
559483,6801098
559514,6860919
559524,7362270
559536,7362280
559540,6762478
559546,6792946
559579,6784056
559591,7362319
559595,7362322
559596,6820799
559600,6836616
559614,7362338
559618,6765917
559620,6824961
559637,7061630
559651,7255293
559657,7185947
559702,6792946
559708,7361859
559719,6823319
559739,6819261
559747,6821499
559763,6762411
559776,6834719
559782,6765118
559785,6785018
559790,6920872
559795,6762143
559801,6766297
559803,6915378
559808,6767566
559810,6779516
559829,7362532
559850,6761881
559857,6829920
559887,7362564
559893,7010199
559927,6938040
559942,6819108
559947,7362189
559948,6940668
559955,7078399
559967,6993376
559973,6766769
560002,6759158
560003,6787451
560008,6763093
560009,6766769
560019,7362654
560021,7283808
560031,6758914
560045,7106273
560047,6831271
560076,6834950
560092,6792584
560112,6859973
560119,6832245
560134,7184626
560181,6797904
560204,7362785
560219,7032527
560222,7076333
560248,6769901
560253,7362825
560257,7362829
560275,7258826
560276,7362857
560339,7082727
560356,7362994
560379,7028590
560391,7363051
560427,7363112
560432,7363130
560438,7074891
560439,7363140
560443,7363154
560449,7074838
560479,7363246
560486,7363261
560499,7071602
560506,7068638
560559,7363405
560575,7068592
560591,7363462
560641,7363309
560695,7363568
560703,7363643
560759,7074627
560799,7363807
560817,6782285
560821,7363844
560844,7363876
560845,7071411
560878,7363412
560905,7292028
560933,7068786
560955,7364036
560989,7067856
561015,7363587
561058,7185156
561077,7072530
561108,7210172
561119,7067855
561150,7364271
561153,6974204
561155,6939851
561166,7068006
561205,7068977
561206,7069549
561216,7364040
561218,6984499
561239,6822611
561252,7364395
561253,6927116
561289,6932876
561294,7363712
561296,6765540
561310,7072291
561314,7069083
561336,7082208
561351,6814316
561380,6837666
561382,7364550
561410,6784182
561411,6820581
561418,6934812
561430,6756104
561443,7093269
561445,6924474
561505,6820287
561527,7364651
561535,7364654
561555,6786639
561557,6766297
561558,6977120
561582,6761881
561631,6810155
561650,6788260
561663,6978841
561672,6845559
561677,6818593
561687,6790202
561698,6784918
561705,7097097
561707,6778941
561724,6779798
561728,6796386
561730,7097097
561731,7024213
561740,6786153
561750,6858726
561766,6788472
561790,6818594
561796,6755945
561807,6765827
561847,7364828
561850,7058560
561865,7364836
561871,6863463
561873,6762150
561876,6760068
561883,7117356
561884,6778887
561888,6792681
561891,6769768
561894,6843200
561915,6784739
561922,7022116
561926,6778813
561928,6810154
561940,7364861
561953,6769768
561962,7186770
561970,7189390
561979,7097097
561989,6758953
562026,7364909
562033,6762152
562038,6766427
562047,7097097
562050,7004182
562055,7364923
562072,7364710
562077,7005688
562080,6762152
562083,6761868
562085,6772185
562087,7364941
562098,7364949
562103,6787811
562104,6765827
562105,7364950
562121,6819669
562129,6785463
562146,6758605
562165,7242192
562172,7364991
562173,6927904
562183,6769768
562193,7365005
562201,6853867
562213,7153837
562221,6787741
562234,7365021
562235,6778847
562245,6787373
562262,6808893
562263,6761881
562274,6778889
562278,6857265
562297,7016875
562307,7079176
562313,6766896
562319,6794775
562321,6860884
562332,6761924
562339,7365101
562344,6762152
562346,6763017
562353,6779716
562369,7365128
562395,7365144
562423,7365165
562438,7365171
562485,7365115
562498,7365115
562521,7365221
562624,7075789
562664,7365309
562697,7365126
562699,7365242
562707,7365326
562778,7365136
562797,7365372
562817,7365386
562881,7365115
562885,7343826
562911,7365230
562962,7365161
562967,7365417
562969,7365473
562970,7365477
562973,7365479
562975,6915806
562992,7365129
563011,7365230
563038,7076132
563050,7365509
563078,7365194
563087,7261954
563144,7365553
563240,7365597
563253,7365136
563284,7365167
563318,7365640
563323,6915806
563372,7365136
563391,7365164
563399,7365129
563402,7365178
563436,7365666
563437,7055282
563454,7076161
563459,7365126
563493,7365716
563495,7365717
563512,7076134
563522,7365536
563526,7365723
563597,7365136
563612,7359233
563634,7365768
563638,7365772
563652,7365459
563658,7365115
563662,7365136
563692,7365389
563694,7365798
563706,7365447
563712,7365115
563722,7365136
563725,7365116
563753,7365813
563786,7075938
563789,7076222
563795,6875791
563803,7365129
563812,7076222
563828,7365837
563832,7365197
563840,6769995
563848,7365848
563931,6916265
563953,7365894
563961,7365896
563967,7365116
564000,7153170
564053,7365307
564074,7365939
564084,7365944
564124,7365133
564144,6785887
564149,7365962
564225,6979840
564231,7267014
564273,7366013
564287,7365666
564312,7366028
564342,7366041
564347,6913189
564411,7365698
564418,7343826
564424,7366077
564455,7366085
564459,7365129
564494,7366101
564498,7075702
564569,7366125
564627,7365129
564658,7266984
564699,7365882
564748,7366179
564749,7365511
564793,7365133
564830,7365408
564855,7365214
564897,7366222
564915,7366230
564956,6917565
564973,7365126
564989,7365115
565039,7365129
565042,7365859
565046,7365319
565108,7365926
565126,7365356
565196,7365167
565202,7365211
565205,7365178
565250,7365352
565261,7366039
565272,7076024
565291,7366066
565316,7366351
565357,7365284
565372,7365136
565398,7365294
565401,7365164
565419,7366385
565468,7365284
565472,7365556
565535,7365666
565538,7261954
565566,7366081
565589,7076162
565591,7365136
565610,7366433
565618,7365129
565636,7365151
565684,7235909
565695,7075775
565699,6811463
565710,6812067
565782,7366502
565784,7366504
565790,7366496
565800,6811990
565802,6811901
565804,6756104
565840,7366530
565890,6811143
565919,7366480
565942,7248034
565943,7366589
565945,7366590
565965,6811465
565968,6972214
565969,6801847
565972,6811160
565983,6971678
566019,6971236
566025,7366630
566039,7366643
566091,6971418
566095,6874729
566096,7366674
566113,7366685
566121,7248473
566137,6811620
566185,6754051
566193,6811335
566210,7226565
566220,6985557
566229,6779011
566245,6812194
566264,7247986
566274,7366763
566295,7366773
566344,7366803
566354,7366807
566376,6812389
566397,7366835
566416,6972628
566421,6812226
566425,7151820
566435,6812509
566457,6812310
566470,6972362
566507,7366875
566510,6971787
566516,6971707
566535,6812165
566551,7087226
566557,6811238
566565,7366901
566568,7366903
566572,7366905
566612,7366922
566652,6972594
566675,6875178
566681,7248267
566684,7318581
566696,6811783
566699,6811257
566710,6758956
566721,7366958
566724,7248332
566725,6972524
566790,6934700
566802,7366991
566803,6875630
566809,7248452
566818,6812310
566819,6972504
566837,6811256
566845,6754232
566901,6754341
566908,6972627
566910,7366740
566931,6874467
566943,6811317
566960,6886950
566974,6812114
566977,7319993
566994,7367061
567034,7046101
567045,6812200
567108,6765118
567152,6921950
567174,6811930
567183,7367133
567231,6811835
567261,7367158
567274,6811594
567305,6872885
567327,6812198
567332,6811237
567335,6972508
567351,6811252
567385,7367213
567391,7367219
567412,6811980
567413,7367229
567432,6944669
567454,7367259
567457,6811279
567512,7367276
567552,7367288
567568,7087579
567572,6781458
567595,6811334
567604,7227308
567613,6921500
567631,6811458
567636,7367314
567739,7367353
567769,7087371
567777,7367366
567782,6812469
567813,7367379
567814,7366764
567824,7297811
567826,6812031
567827,7073586
567833,7367386
567847,6811251
567858,6972636
567865,7367133
567889,7367410
567896,6812189
567898,6812153
567924,6972678
568056,6812025
568058,6811418
568059,6903227
568073,7164808
568100,6811756
568103,7367488
568186,7093363
568213,7367527
568217,7301288
568237,6758956
568242,7367533
568274,7125734
568275,7367259
568278,6811282
568289,7366643
568290,6811618
568314,7226260
568321,7367558
568370,6762877
568421,6754547
568423,7073870
568435,6812516
568446,6812164
568450,7367614
568456,6931187
568472,6971738
568483,6811226
568486,7367630
568489,6972628
568535,7367646
568565,6811178
568607,7087556
568616,7367672
568621,6811282
568623,6999053
568628,6811445
568633,7087057
568655,7367691
568679,7367698
568690,6812191
568691,7366748
568711,7366471
568760,6972381
568789,7367742
568802,7367211
568803,6812201
568829,6811599
568830,6811270
568835,6754881
568880,6812563
568891,6811379
568902,7263202
568904,6811288
568917,7366670
568949,6811291
568971,6811335
568994,7226941
568995,6811809
569051,6873169
569055,6934700
569058,6812293
569073,7242557
569106,6811227
569122,7226423
569144,6772401
569166,6941986
569181,7226266
569218,7028939
569229,6811129
569231,7227308
569232,6873103
569251,6811576
569253,7029248
569268,6944728
569295,7318531
569297,6812404
569322,7367899
569350,7367724
569372,7366840
569427,6916027
569433,6886766
569486,6915857
569518,6976894
569531,6763205
569537,7368010
569545,6943059
569556,6922366
569567,6810944
569583,7368041
569594,6772207
569606,6807130
569615,7368061
569668,6859513
569669,6771547
569689,7368103
569693,7368107
569719,6887046
569735,6762169
569738,7368142
569784,6809156
569811,7347309
569813,6886686
569865,7347283
569881,7368220
569884,6785684
569903,6764743
569927,7368102
569933,6821619
569958,7341701
569962,7368265
569979,6860072
569998,7096443
570031,7368303
570079,7368148
570084,6860106
570085,7368333
570110,7368343
570119,6874397
570125,7239466
570141,7320288
